0004-0592,0004-0592	Archivos de Zootecnia
0004-0614,0004-0614	Archivos Españoles de Urología (Ed impresa)
0004-0681	Archivum histologicum japonicum
1661-4917,0004-069X	Archivum Immunologiae et Therapiae Experimentalis
0004-0738,0004-0738	Archive of Mechanical Engineering
2300-2506,0004-0746	Archives of Electrical Engineering
1923-1245,0004-0843	ARCTIC
0004-0851	Arctic and Alpine Research
1475-4762,0004-0894	Area
0004-1254,0004-1254	Archives of Industrial Hygiene and Toxicology
0004-1378	Journal of the Arizona Academy of Science
0004-1823	The Arkansas Historical Quarterly
0004-1955	Arkhiv patologii
2217-8767,0004-1963	Arhiv za farmaciju
1871-2487,0004-2080	Arkiv för matematik
0004-2110	Arkiv för zoologi / utgivet af K Svenska vetenskaps-akademien
0004-2625	Journal of the Arnold Arboretum
0004-2730,0004-2730	Arquivos Brasileiros de Endocrinologia & Metabologia
0004-2749,0004-2749	Arquivos Brasileiros de Oftalmologia
0004-2803,0004-2803	Arquivos de Gastroenterologia
0004-282X,0004-282X	Arquivos de Neuro-Psiquiatria
1559-6478,0004-3079	The Art Bulletin
2325-5161,0004-3125	Art Education
2325-5307,0004-3249	Art Journal
1529-0131,0004-3591	Arthritis & Rheumatism
0004-3648	Artibus Asiae
0004-3702	Artificial Intelligence
2111-4552,0004-3958	Arts asiatiques
1616-7066,0004-4172	Arzneimittelforschung
1533-838X,0004-4687	Asian Survey
2235-5871,0004-4717	Asiatische Studien – Études Asiatiques
0004-5411	Journal of the ACM
0004-5500	Bulletin de l Association française pour l étude du quaternaire
0004-5527	Bulletin de l Association Guillaume Budé
1467-8306,0004-5608	Annals of the Association of American Geographers
1758-1001,0004-5632	Annals of Clinical Biochemistry International Journal of Laboratory Medicine
0004-5810	The Journal-Newsletter of the Association of Teachers of Japanese
1538-3881,0004-6256	The Astronomical Journal
2053-051X,0004-6264	Publications of the Astronomical Society of Japan
1538-3873,0004-6280	Publications of the Astronomical Society of the Pacific
0004-6299	Астрономический журнал
1521-3994,0004-6337	Astronomische Nachrichten
1432-0746,0004-6361	Astronomy and Astrophysics
1538-4357,0004-637X	The Astrophysical Journal
1572-946X,0004-640X	Astrophysics and Space Science
0004-6981	Atmospheric Environment (1967)
2186-5256,0004-7120	Journal of the Atomic Energy Society of Japan / Atomic Energy Society of Japan
0004-8011	Augustinianum
1938-4254,0004-8038	The Auk
0004-8291	Australian and New Zealand Journal of Medicine
1440-0960,0004-8380	Australasian Journal of Dermatology
1470-6828,0004-8402	Australasian Journal of Philosophy
1440-1673,0004-8461	Australasian Radiology
1839-471X,0004-8623	Australian Academic & Research Libraries
1837-9273,0004-8658	Australian & New Zealand Journal of Criminology
1479-828X,0004-8666	Australian and New Zealand Journal of Obstetrics and Gynaecology
1440-1614,0004-8674	Australian & New Zealand Journal of Psychiatry
1741-2978,0004-8690	Journal of Sociology
0004-8909	Journal of the Australian College of Speech Therapists
1467-8446,0004-8992	Australian Economic History Review
1467-8454,0004-900X	Australian Economic Papers
1467-8462,0004-9018	Australian Economic Review
2325-6087,0004-9158	Australian Forestry
1465-3311,0004-9182	Australian Geographer
1467-8470,0004-9190	Australian Geographical Studies
0004-9395	Australian Journal of Agricultural Economics
0004-9409	Australian Journal of Agricultural Research
0004-9417	Australian Journal of Biological Sciences
0004-9425	Australian Journal of Chemistry
2050-5884,0004-9441	Australian Journal of Education
2046-2913,0004-9468	Australian Journal of French Studies
0004-9506	Australian Journal of Physics
0004-9514	Australian Journal of Physiotherapy
1467-8497,0004-9522	Australian Journal of Politics & History
1742-9536,0004-9530	Australian Journal of Psychology
0004-9565	Australian Journal of Social Work
0004-9573	Australian Journal of Soil Research
0004-9581	Australian Journal of Statistics
0004-959X	Australian Journal of Zoology
2201-4276,0004-9670	The Australian Library Journal
0004-9697	Australian Literary Studies
1755-1633,0004-9727	Bulletin of the Australian Mathematical Society
0004-9913	Australian Outlook
0004-9999	Royal Australian Planning Institute Journal
1742-9544,0005-0067	Australian Psychologist
0005-0091	The Australian Quarterly
0005-0326	Australian Surveyor
1934-8371,0005-1055	Automatic Documentation and Mathematical Linguistics
0005-1098	Automatica
1848-3380,0005-1144	Automatika ‒ Journal for Control Measurement Electronics Computing and Communications
1938-4351,0005-2086	Avian Diseases
0005-2728	Biochimica et Biophysica Acta (BBA) - Bioenergetics
0005-2736	Biochimica et Biophysica Acta (BBA) - Biomembranes
0005-2744	Biochimica et Biophysica Acta (BBA) - Enzymology
0005-2760	Biochimica et Biophysica Acta (BBA) - Lipids and Lipid Metabolism
0005-2787	Biochimica et Biophysica Acta (BBA) - Nucleic Acids and Protein Synthesis
0005-2795	Biochimica et Biophysica Acta (BBA) - Protein Structure
1943-6289,0005-3155	BIOS
2376-7618,0005-772X	Bee World
0005-7878	Behavior Research Methods & Instrumentation
0005-7886	Behavior Science Notes
0005-7894	Behavior Therapy
0005-7916	Journal of Behavior Therapy and Experimental Psychiatry
1099-1743,0005-7940	Behavioral Science
1568-539X,0005-7959	Behaviour
0005-7967	Behaviour Research and Therapy
1521-3986,0005-8025	Beiträge aus der Plasmaphysik
1865-9373,0005-8076	Beiträge zur Geschichte der deutschen Sprache und Literatur (PBB)
0005-8130	Beitrage zur Neotropischen Fauna
0005-8165	Beiträge zur Pathologie
0005-8556	The Bell Journal of Economics and Management Science
0005-8580	Bell System Technical Journal
1613-7531,0005-8912	BHM Berg- und Hüttenmännische Monatshefte
0005-9021,0372-8323	Berichte der Bunsengesellschaft für physikalische Chemie
1437-1006,0005-9900	Beton- und Stahlbetonbau
0006-0895	The Biblical Archaeologist
0006-128X,0006-128X	The Papers of the Bibliographical Society of America
0006-1913	Bibliotheca Orientalis
2194-9646,0006-1972	Bibliotheksdienst
0006-2278,0006-2278	Bijdragen
2213-4379,0006-2294	Bijdragen tot de taal- land- en volkenkunde / Journal of the Humanities and Social Sciences of Southeast Asia
2194-3834,0006-2456	Bildung und Erziehung
1090-2104,0006-291X	Biochemical and Biophysical Research Communications
1573-4927,0006-2928	Biochemical Genetics
0006-2944	Biochemical Medicine
0006-2952	Biochemical Pharmacology
1520-4995,0006-2960	Biochemistry
0006-3002	Biochimica et Biophysica Acta
0006-3061	Bioinorganic Chemistry
1336-9563,0006-3088	Biologia
1421-9727,0006-3126	Biology of the Neonate
1573-8264,0006-3134	Biologia Plantarum
1939-8697,0006-3185	Biological Bulletin
0006-3207	Biological Conservation
0006-3223	Biological Psychiatry
1943-6327,0006-324X	Proceedings of the Biological Society of Washington
0006-3304	Biologisches Zentralblatt
1529-7268,0006-3363	Biology of Reproduction
1573-8256,0006-3398	Biomedical Engineering
1541-0420,0006-341X	Biometrics
1464-3510,0006-3444	Biometrika
1521-4037,0006-3452	Biometrische Zeitschrift
1542-0086,0006-3495	Biophysical Journal
1555-6654,0006-3509	BIOPHYSICS
0006-3517	Biophysik
1097-0282,0006-3525	Biopolymers
1525-3244,0006-3568	BioScience
1097-0290,0006-3592	Biotechnology and Bioengineering
1744-7429,0006-3606	Biotropica
0006-3630	Bird-Banding
1944-6705,0006-3657	Bird Study
1572-9125,0006-3835	BIT Numerical Mathematics
2162-5387,0006-4246	The Black Scholar
1528-0020,0006-4971	Blood
2212-1676,0006-5196	Blumea - Biodiversity Evolution and Biogeography of Plants
0006-5242	Blut Zeitschrift für die gesamte Blutforschung
0006-5471	Die Bodenkultur Journal of Land Management Food and Environment
0006-6982	Bombay Natural History Society (BNHS)
0006-7431	Books Abroad
2064-261X,0006-7768	Bőrgyógyászati és Venerológiai Szemle
1437-4323,0006-8055	Botanica Marina
0006-8071	Botanical Gazette
2185-3835,0006-808X	Shokubutsugaku Zasshi
1874-9372,0006-8101	The Botanical Review
2415-9662,0006-8144	Botanikai Közlemények
2311-9284,0006-8241	Bothalia
1573-1472,0006-8314	Boundary-Layer Meteorology
0006-8705,0006-8705	Bragantia
1460-2156,0006-8950	Brain
1421-9743,0006-8977	Brain Behavior and Evolution
0006-8993,0006-8993	Brain Research
1938-2979,0006-9698	Breviora
1476-5373,0007-0610	BDJ
0007-0769	Heart
0007-0785	British Homeopathic Journal
0007-0785	British Homoeopathic journal
1474-001X,0007-0874	The British Journal for the History of Science
1464-3537,0007-0882	The British Journal for the Philosophy of Science
0007-0890	British Journal of Addiction to Alcohol & Other Drugs
1468-2842,0007-0904	The British Journal of Aesthetics
1471-6771,0007-0912	British Journal of Anaesthesia
1532-1827,0007-0920	British Journal of Cancer
1464-3529,0007-0955	The British Journal of Criminology
1365-2133,0007-0963	British Journal of Dermatology
0007-0971	British Journal of Diseases of the Chest
2044-8279,0007-0998	British Journal of Educational Psychology
1467-8527,0007-1005	British Journal of Educational Studies
1467-8535,0007-1013	British Journal of Educational Technology
1365-2141,0007-1048	British Journal of Haematology
1467-8543,0007-1080	British Journal of Industrial Relations
2044-8317,0007-1102	British Journal of Mathematical and Statistical Psychology
0007-1129	British Journal of Medical Psychology
1475-2662,0007-1145	British Journal Of Nutrition
1468-2079,0007-1161	British Journal of Ophthalmology
1476-5381,0007-1188	British Journal of Pharmacology
1465-3087,0007-1226	British Journal of Plastic Surgery
1469-2112,0007-1234	British Journal of Political Science
1472-1465,0007-1250	The British Journal of Psychiatry
0007-1269	British Journal of Psychology
1748-880X,0007-1285	British Journal of Radiology
0007-1293	British Journal of Social and Clinical Psychology
1468-4446,0007-1315	British Journal of Sociology
1365-2168,0007-1323	British Journal of Surgery
1464-410X,0007-1331	British Journal of Urology
1471-8391,0007-1420	British Medical Bulletin
0007-1447	BMJ
0007-1498	Bulletin of the British Museum (Natural History)
0007-151X	The British Museum Quarterly
0007-1528	Bulletin of the British Mycological Society
0007-1536	Transactions of the British Mycological Society
0007-1617	British Phycological Journal
1934-256X,0007-1641	British Polymer Journal
1466-1799,0007-1668	British Poultry Science
2332-0486,0007-1773	Journal of the British Society for Phenomenology
0007-1935	British Veterinary Journal
1938-436X,0007-196X	Brittonia
1845-5859,0007-215X	Brodogradnja
1533-4465,0007-2303	Brookings Papers on Economic Activity
1938-4378,0007-2745	The Bryologist
0007-3628	Building Science
0007-4187	Bulletin biologique de la France et de la Belgique
0007-4217	Bulletin de correspondance hellénique
1968-3766,0007-4403	Bulletin de psychologie
0007-4497	Bulletin des Sciences Mathématiques
0007-4551	Bulletin du Cancer
0007-4632,0007-4632	Bulletin Géodésique
1775-3821,0007-4640	Bulletin Hispanique
0007-473X	Bulletin Monumental
0007-4772	Bulletin of Baltic Studies
1432-0800,0007-4861	Bulletin of Environmental Contamination and Toxicology
1573-8221,0007-4888	Bulletin of Experimental Biology and Medicine
1469-3550,0007-490X	Bulletin of Hispanic Studies
0007-4977	Bulletin of Marine Science
0007-4985	The Bulletin of Mathematical Biophysics
1943-7730,0007-5027	Laboratory Medicine
0007-5035	Bulletin of Peace Proposals
1884-4170,0007-5124	EXPERIMENTAL ANIMALS
2057-0570,0007-5167	The Bulletin of zoological nomenclature
0007-5914	Bundesgesundheitsblatt
1552-4205,0007-6503	Business & Society
0007-666X,0007-666X	Business Economics
1743-7938,0007-6791	Business History
2044-768X,0007-6805	The Business History Review
0007-6813	Business Horizons
0007-6929	Industrial Management
1864-449X,0007-7704	Byzantinische Zeitschrift
1710-114X,0007-7720	Canadian Review of American Studies
0007-8506	CIRP Annals
0007-893X	Jason Hanna Cooking Review
0007-8980	C R C Critical Reviews in Analytical Chemistry
0007-8999	C R C Critical Reviews in Environmental Control
0007-9006	C R C Critical Reviews in Food Technology
1542-4863,0007-9235	CA A Cancer Journal for Clinicians
1938-288X,0007-9367	Cactus and Succulent Journal
0007-9731	Cahiers de civilisation médiévale
1918-8218,0007-974X	Les Cahiers de droit
1708-8968,0007-9766	Cahiers de géographie du Québec
0007-9820	Cahiers de la Puéricultrice
0007-9960	Cahiers de Nutrition et de Diététique
1777-5353,0008-0055	Cahiers d’études africaines
0008-0152	Cahiers du monde hispanique et luso-brésilien
0008-0160	Cahiers du monde russe et soviétique
1969-6787,0008-0276	Cahiers internationaux de sociologie
0008-0594	Calcified Tissue Research
1126-5434,0008-0624	CALCOLO
2456-6462,0008-0683	Calcutta Statistical Association Bulletin
0008-0845	California Agriculture
0008-1175	California Historical Society Quarterly
0008-1221	California Law Review
2162-8564,0008-1256	California Management Review
1469-2139,0008-1973	The Cambridge Law Journal
1471-6836,0008-199X	The Cambridge Quarterly
0008-2856	Canadian Anaesthetists Society journal / Journal de la Société canadienne des anesthésistes
1918-3240,0008-347X	The Canadian Entomologist
0008-3550	The Canadian Field-Naturalist
1541-0064,0008-3658	Canadian Geographer / Le Géographe canadien
1208-6010,0008-3674	Canadian Geotechnical Journal
1710-1093,0008-3755	Canadian Historical Review
0008-3860	Canadian Institute of Food Technology Journal
1923-3051,0008-3968	Canadian Journal of African Studies / Revue canadienne des études africaines
1744-7976,0008-3976	Canadian Journal of Agricultural Economics/Revue canadienne d agroeconomie
1918-1825,0008-3984	Canadian Journal of Animal Science
0008-400X,1879-2669	Canadian Journal of Behavioural Science/Revue canadienne des sciences du comportement
0008-4018	Canadian Journal of Biochemistry
1480-3305,0008-4026	Canadian Journal of Botany
1939-019X,0008-4034	The Canadian Journal of Chemical Engineering
1480-3291,0008-4042	Canadian Journal of Chemistry
1480-3313,0008-4077	Canadian Journal of Earth Sciences
1540-5982,0008-4085	Canadian Journal of Economics/Revue canadienne d économique
0008-4093	Canadian Journal of Genetics and Cytology
2292-8502,0008-4107	Canadian Journal of History
0008-4115	Canadian Journal of History of Sport and Physical Education
1920-2903,0008-4123	The Canadian Journal of Hospital Pharmacy
1710-1115,0008-4131	The Canadian Journal of Linguistics / La revue canadienne de linguistique
1496-4279,0008-414X	Canadian Journal of Mathematics
1480-3275,0008-4166	Canadian Journal of Microbiology
1911-9828,0008-4174	Canadian Journal of Occupational Therapy
1715-3360,0008-4182	Canadian Journal of Ophthalmology
1208-6045,0008-4204	Canadian Journal of Physics
1205-7541,0008-4212	Canadian Journal of Physiology and Pharmacology
1918-1833,0008-4220	Canadian Journal of Plant Science
1744-9324,0008-4239	Canadian Journal of Political Science
0008-4255	Canadian Journal of Psychology/Revue Canadienne de Psychologie
1920-7476,0008-4263	Can J Public Health
1918-1841,0008-4271	Canadian Journal of Soil Science
0008-428X	Canadian Journal of Surgery
2042-0587,0008-4298	Studies in Religion/Sciences Religieuses
1480-3283,0008-4301	Canadian Journal of Zoology
1496-4287,0008-4395	Canadian Mathematical Bulletin
1879-1395,0008-4433	Canadian Metallurgical Quarterly
1499-1276,0008-4476	The Canadian Mineralogist
1710-1131,0008-4506	Canadian Modern Language Review/ La Revue canadienne des langues vivantes
0008-4824	Canadian Psychiatric Association Journal
0008-4832	The Canadian Psychologist
1754-7121,0008-4840	Canadian Public Administration
2375-2475,0008-5006	Canadian Slavonic Papers
2332-1660,0008-5030	Canadian Society of Forensic Science Journal
1097-0142,0008-543X	Cancer
1538-7445,0008-5472	Cancer Research
0008-6215,0008-6215	Carbohydrate Research
0008-6223	Carbon
1421-9751,0008-6312	Cardiology
1755-3245,0008-6363	Cardiovascular Research
0008-6452	Caribbean Journal of Science
2470-6302,0008-6495	Caribbean Quarterly
1421-976X,0008-6568	Caries Research
2165-5391,0008-7114	Caryologia
1938-4386,0008-7475	Castanea
0008-8692	Ceiba
0008-8714	Celestial Mechanics
1090-2163,0008-8749	Cellular Immunology
0008-8757	La Cellule
0008-8846	Cement and Concrete Research
1600-0498,0008-8994	Centaurus
0008-9176	Central African Journal of Medicine
0008-9192	Central Asiatic Journal
1569-1616,0008-9389	Central European History
0008-9575	Central States Speech Journal
1782-141X,0008-9664	Courrier hebdomadaire du CRISP
1884-2127,0009-0255	Journal of the Ceramic Association Japan
0009-0352	Cereal Chemistry
0009-0794	Český lid
2386-1274,0009-0875	Ceylon Medical Journal
1939-9146,0009-1383	Change The Magazine of Higher Learning
1558-9587,0009-1774	Transactions of the Charles S Peirce Society
2157-4936,0009-2347	Chemical & Engineering News
1573-8329,0009-2355	Chemical and Petroleum Engineering
1347-5223,0009-2363	Chemical and Pharmaceutical Bulletin
0009-241X	Chemical Communications (London)
0009-2509	Chemical Engineering Science
0009-2541	Chemical Geology
0009-2614	Chemical Physics Letters
1348-0634,0009-2673	Bulletin of the Chemical Society of Japan
0009-2681	Quarterly Reviews Chemical Society
0009-2797	Chemico-Biological Interactions
0009-2819	Chemie der Erde
1521-3781,0009-2851	Chemie in unserer Zeit
1522-2640,0009-286X	Chemie Ingenieur Technik
1099-0682,0009-2940	Chemische Berichte
0009-2975	Chemischer Informationsdienst
0009-3068	Chemistry & Industry
0009-3084	Chemistry and Physics of Lipids
1573-8310,0009-3092	Chemistry and Technology of Fuels and Oils
1573-8353,0009-3122	Chemistry of Heterocyclic Compounds
1573-8388,0009-3130	Chemistry of Natural Compounds
1421-9794,0009-3157	Chemotherapy
0009-3262	Chesapeake Science
0009-3696	Chicago Review
1467-8624,0009-3920	Child Development
1573-3327,0009-398X	Child Psychiatry & Human Development
1468-2648,0009-4439	The China Quarterly
0973-063X,0009-4455	China Report
0009-4536	Journal of the Chinese Chemical Society
1944-7051,0009-4609	Chinese Law & Government
0009-4625	Chinese Sociology & Anthropology
1558-0407,0009-4633	Chinese Studies in History
1433-0385,0009-4722	Der Chirurg
1973-2538,0009-4749	La Chirurgia degli Organi di Movimento
0009-4919	CHŁODNICTWO
1523-8253,0009-4978	Choice Reviews Online
0009-5141	Het Christelijk Oosten
0009-5141	Journal of Eastern Christian Studies
1612-1112,0009-5893	Chromatographia
0009-5907	Chromatographic Reviews
1432-0886,0009-5915	Chromosoma
2034-6441,0009-6067	Chronique d Egypte
1755-2613,0009-6407	Church History
0009-6725	Ciência e Cultura
1527-2087,0009-7101	Cinema Journal
1973-4409,0009-725X	Rendiconti del Circolo Matematico di Palermo (1952 -)
1524-4539,0009-7322	Circulation
1524-4571,0009-7330	Circulation Research
0009-739X	Cirugía Española
0009-7411	Cirugía y Cirujanos
0009-8353,0009-8353	The Classical Journal
1546-072X,0009-837X	Classical Philology
1471-6844,0009-8388	The Classical Quarterly
1464-3561,0009-840X	The Classical Review
0009-8418	The Classical World
1471-8030,0009-8558	Clay Minerals
1939-912X,0009-8655	The Clearing House A Journal of Educational Strategies Issues and Ideas
0009-8981	Clinica Chimica Acta
1365-2249,0009-9104	Clinical & Experimental Immunology
0009-9120	Clinical Biochemistry
1530-8561,0009-9147	Clinical Chemistry
0009-9155	Clinical Electroencephalography
1399-0004,0009-9163	Clinical Genetics
1882-0654,0009-918X	Rinsho Shinkeigaku
0009-9201	Clinical Obstetrics & Gynecology
1528-1132,0009-921X	Clinical Orthopaedics and Related Research
1938-2707,0009-9228	Clinical Pediatrics
1532-6535,0009-9236	Clinical Pharmacology & Therapeutics
0009-9260	Clinical Radiology
0010-0277	Cognition
1095-5623,0010-0285	Cognitive Psychology
1938-4394,0010-065X	The Coleopterists Bulletin
1989-1067,0010-0730	Collectanea Botanica
2038-4815,0010-0757	Collectanea mathematica
1212-6950,0010-0765	Collection of Czechoslovak Chemical Communications
2150-6701,0010-0870	College & Research Libraries
0010-0900	Ruthenium–Arene Complexes
0010-096X	College Composition and Communication
0010-0994	College English
0010-1168	College Student Personnel Abstracts
1883-2199,0010-180X	Journal of the Japan Society of Colour Material
0010-1958	Columbia Law Review
0010-2180	Combustion and Flame
1563-521X,0010-2202	Combustion Science and Technology
0010-2369	Comhar
1420-8946,0010-2571	Commentarii Mathematici Helvetici
1213-7243,0010-2628	Commentationes Mathematicae Universitatis Carolinae
0010-3497	Communicatio Socialis
1432-0916,0010-3616	Communications in Mathematical Physics
1532-2416,0010-3624	Communications in Soil Science and Plant Analysis
1097-0312,0010-3640	Communications on Pure and Applied Mathematics
1468-2656,0010-3802	Community Development Journal
0010-3829	Community Development Society Journal
1573-2789,0010-3853	Community Mental Health Journal
0010-4035	Comparative and General Pharmacology
0010-406X	Comparative Biochemistry and Physiology
1545-701X,0010-4086	Isis
0010-4108	Comparative Group Studies
1945-8517,0010-4124	Comparative Literature
1528-4212,0010-4132	Comparative Literature Studies
2151-6227,0010-4159	Comparative Politics
1475-2999,0010-4175	Comparative Studies in Society and History
0010-4248	Compensation Review
0010-4361	Composites
1570-5846,0010-437X	Compositio Mathematica
0010-440X	Comprehensive Psychiatry
0010-4485	Computer-Aided Design
1464-357X,0010-4531	The Computer Bulletin
1460-2067,0010-4620	The Computer Journal
0010-4655	Computer Physics Communications
0010-468X	Computer Programs in Biomedicine
1090-2368,0010-4809	Computers and Biomedical Research
1572-8412,0010-4817	Computers and the Humanities
0010-4825	Computers in Biology and Medicine
1436-5057,0010-485X	Computing
1573-8345,0010-5082	Combustion Explosion and Shock Waves
2196-9523,0010-5155	Conceptus
1938-5129,0010-5422	The Condor
1548-9949,0010-7484	Contemporary Literature
1366-5812,0010-7514	Contemporary Physics
2330-9091,0010-7530	Contemporary Psychoanalysis
0010-7549	Contemporary Psychology
0010-7824	Contraception
1555-7340,0010-7980	Rocky Mountain Geology
1432-0967,0010-7999	Contributions to Mineralogy and Petrology
0010-8545,0010-8545	Coordination Chemistry Reviews
0010-8650	Cor et Vasa
0010-8804	Cornell Hotel and Restaurant Administration Quarterly
1938-159X,0010-9312	CORROSION
1884-1155,0010-9355	Corrosion engineering digest
0010-938X	Corrosion Science
0010-9452	Cortex
1608-3075,0010-9525	Cosmic Research
0010-9541	Natural Cooking
0010-9894	Bulletin of the Council for Research in Music Education
0011-0035	Counselor Education and Supervision
0011-085X	C R C Critical Reviews in Solid State Sciences
1745-9125,0011-1384	Criminology
1467-8705,0011-1562	Critical Quarterly
1752-2293,0011-1570	Critical Survey
1536-0342,0011-1589	Criticism
1939-9138,0011-1619	Critique Studies in Contemporary Fiction
1334-417X,0011-1643	Croatica Chemica Acta
1435-0653,0011-183X	Crop Science
1349-0990,0011-1848	Japanese Journal of Crop Science
1939-3881,0011-1953	CrossCurrents
1568-5403,0011-216X	Crustaceana
0011-2232	Ceylon Journal of Medical Science
1090-2392,0011-2240	Cryobiology
0011-2275	Cryogenics
0011-2860	Cultural Hermeneutics
2151-6952,0011-3069	Curator The Museum Journal
0011-3131	Current
1537-5382,0011-3204	Current Anthropology
0011-3840	Current Problems in Surgery
0011-3891	Current Science
1461-7064,0011-3921	Current Sociology
0011-393X	Current Therapeutic Research
0011-4235	Cybernetics
1348-7019,0011-4545	CYTOLOGIA
2299-551X,0011-4553	Journal of Stomatology
1572-9486,0011-4626	Czechoslovak Journal of Physics
1572-9141,0011-4642	Czechoslovak Mathematical Journal
0011-5029	Disease-a-Month
0011-5258,0011-5258	Dados
1850-1699,0011-6793	Darwiniana nueva serie
0011-684X	Data Processing
1540-5915,0011-7315	Decision Sciences
0011-7471	Deep Sea Research and Oceanographic Abstracts
0976-464X,0011-748X	Defence Science Journal
2498-6496,0011-8249	Demográfia
1883-4558,0011-8389	DENKI-SEIKO
0011-8486	Dental Abstracts
0011-8524	Dental Cadmos
0011-8532	Dental Clinics of North America
1365-4362,0011-9059	International Journal of Dermatology
0011-9164	Desalination
0011-9253	Design
0011-9415	Design Quarterly
0012-0065	Mitteilungen der Deutschen Entomologischen Gesellschaft
0012-0073	Deutsche Entomologische Zeitschrift
0012-0189	Zeitschrift der Deutschen Geologischen Gesellschaft
0012-0308	Deutsche Hydrographische Zeitschrift
1869-7135,0012-0456	Jahresbericht der Deutschen Mathematiker-Vereinigung
1439-4413,0012-0472	DMW - Deutsche Medizinische Wochenschrift
2365-9521,0012-0936	Deutsche Vierteljahrsschrift für Literaturwissenschaft und Geistesgeschichte
2192-1482,0012-1045	Deutsche Zeitschrift für Philosophie
2194-3842,0012-1223	Deutsches Archiv für Erforschung des Mittelalters
2366-0651,0012-1363	Deutsches Verwaltungsblatt
1746-1049,0012-1533	The Developing Economies
1467-7660,0012-155X	Development and Change
1440-169X,0012-1592	Development Growth & Differentiation
1095-564X,0012-1606	Developmental Biology
1469-8749,0012-1622	Developmental Medicine & Child Neurology
1098-2302,0012-1630	Developmental Psychobiology
1939-0599,0012-1649	Developmental Psychology
0012-1797,0012-1797	Diabetes
1432-0428,0012-186X	Diabetologia
1746-8361,0012-2017	dialectica
1540-6385,0012-2033	Dialog
1759-0949,0012-2173	Dialogue
1421-9867,0012-2823	Digestion
1760-6136,0012-320X	La Revue des Sciences de Gestion Direction et Gestion
0012-365X	Discrete Mathematics
1931-3543,0012-3692	CHEST Journal
1530-0358,0012-3706	Diseases of the Colon & Rectum
1730-6310,0012-3862	Dissertationes Mathematicae
1969-6965,0012-4273	Dix-septième siècle
1573-2622,0012-4486	Documenta Ophthalmologica
1777-5868,0012-4508	Documentaliste-Sciences de l Information
0012-4974	Doklady Biophysics
0012-4982	Doklady Botanical Sciences
0012-4990	Doklady Chemical Technology
1608-3113,0012-5008	Doklady Chemistry
2307-289X,0012-5415	Der Donauraum
2397-3498,0012-5806	The Downside Review
0012-5962	The Drama Review TDR
1755-5248,0012-6543	Drug and Therapeutics Bulletin
0012-656X	Drug Information Bulletin
0012-6578	Drug Intelligence & Clinical Pharmacy
1179-1950,0012-6667	Drugs
1847-1153,0012-6772	Drvna industrija
0012-7086	Duke Law Journal
0012-7094	Duke Mathematical Journal
2346-2183,0012-7353	DYNA
1989-1490,0012-7361	DYNA INGENIERIA E INDUSTRIA
0012-821X	Earth and Planetary Science Letters
0012-8252	Earth-Science Reviews
0012-835X	East African Medical Journal
1557-9298,0012-8775	Eastern European Economics
1420-9128,0012-9402	Eclogae Geologicae Helvetiae
1873-2151,0012-9593	Annales Scientifiques de l École Normale Supérieure
0012-9615	Ecological Monographs
2327-6096,0012-9623	Bulletin of the Ecological Society of America
0012-9658	Ecology
1468-0262,0012-9682	Econometrica
1874-9364,0013-0001	Economic Botany
1539-2988,0013-0079	Economic Development and Cultural Change
1944-8287,0013-0095	Economic Geography
1468-0289,0013-0117	The Economic History Review
1468-0297,0013-0133	The Economic Journal
1475-4932,0013-0249	Economic Record
1468-0335,0013-0427	Economica
1573-0808,0013-0451	Economics of Planning
2105-2581,0013-0559	Économie rurale
1572-9982,0013-063X	De Economist
1758-6623,0013-0796	The Ecumenical Review
1500-1989,0013-0818	Edda
1464-3839,0013-0915	Proceedings of the Edinburgh Mathematical Society
1552-3519,0013-161X	Educational Administration Quarterly
1938-8098,0013-1725	The Educational Forum
0013-1725	The Educational Forum
2162-3163,0013-175X	Educational Horizons
1469-5812,0013-1857	Educational Philosophy and Theory
1469-5847,0013-1881	Educational Research
1935-102X,0013-189X	Educational Researcher
1465-3397,0013-1911	Educational Review
1532-6993,0013-1946	Educational Studies
1573-0816,0013-1954	Educational Studies in Mathematics
0013-1989	Educational Theatre Journal
1741-5446,0013-2004	Educational Theory
0013-2446	Journal of the Egyptian Public Health Association
1086-315X,0013-2586	Eighteenth-Century Studies
0013-273X	Eisei kagaku
1820-7375,0013-3264	Economic Annals
1945-7111,0013-4651	Journal of The Electrochemical Society
0013-4686	Electrochimica Acta
0013-4694,0013-4694	Electroencephalography and Clinical Neurophysiology
2053-7883,0013-5127	Electronics and Power
1350-911X,0013-5194	Electronics Letters
2411-1333,0013-5380	Elektrichestvo
1862-278X,0013-5585	Biomedical Engineering / Biomedizinische Technik
1554-8279,0013-5984	The Elementary School Journal
1420-8962,0013-6018	Elemente der Mathematik
0013-6220	Journal of the Elisha Mitchell Scientific Society
0013-6654,0013-6654	Emergency Medicine
1988-8384,0013-6662	Emerita
0013-7006	L Encéphale
2185-6370,0013-7219	Endocrinologia Japonica
1945-7170,0013-7227	Endocrinology
1438-8812,0013-726X	Endoscopy
0013-7480	Energy Conversion
1969-6981,0013-7545	Enfance
1880-358X,0013-7626	Engei Gakkai zasshi
1880-358X,0013-7626	Journal of the Japanese Society for Horticultural Science
1547-2701,0013-791X	The Engineering Economist
0013-7944	Engineering Fracture Mechanics
0013-7952	Engineering Geology
