2213-624X	Case Studies on Transport Policy	Elsevier 
2213-6320	International Journal of Epilepsy	Georg Thieme Verlag KG
2213-6746,2213-6738	Rural China	Brill Academic Publishers
2213-7130	Synergy	Elsevier 
2351-9681,2213-7610	Scimetr	Kowsar Medical Institute
2213-7793,2213-7793	Springer Science Reviews	Springer-Verlag
2213-8099	Technology Transfer and Entrepreneurship	Bentham Science
2213-8714,2213-8706	International Journal of Chinese Linguistics	John Benjamins Publishing Company
2213-8730,2213-8722	Cognitive Linguistic Studies	John Benjamins Publishing Company
2213-879X	Journal of Microscopy and Ultrastructure	Medknow Publications
2213-8846	Medical Photonics	Elsevier 
2213-9095	Wound Medicine	Elsevier 
2213-9974	International Journal of Dental Science and Research	Elsevier 
2214-0115	UMK Procedia	Elsevier 
2214-0247	Biomarkers and Genomic Medicine	Elsevier 
2214-1235	Revista Brasileira de Cardiologia Invasiva (English Edition)	Elsevier 
2214-1588	Trends in Environmental Analytical Chemistry	Elsevier 
2214-1669	International Journal of Marine Energy	Elsevier 
2214-207X	Journal of Patient Safety & Infection Control	Medknow Publications
2214-2096	Vehicular Communications	Elsevier 
2214-2126	Journal of Information Security and Applications	Elsevier 
2214-2290,2214-2282	Central Asian Affairs	Brill Academic Publishers
2214-2312,2214-2304	Asiascape Digital Asia	Brill Academic Publishers
2214-2371,2214-2363	Journal of Abbasid Studies	Brill Academic Publishers
2214-2401,2214-2398	Tijdschrift voor Neuropsychiatrie en Gedragsneurologie	Springer-Verlag
2214-241X	Aquatic Procedia	Elsevier 
2214-2428	GeoResJ	Elsevier 
2214-2495,2214-2487	Journal of Mathematical Modelling and Algorithms in Operations Research	Springer-Verlag
2214-2894	Food Packaging and Shelf Life	Elsevier 
2214-3009,2214-2991	Complexity Governance & Networks	Baltzer Science Publishers
2214-3106	Medicina e Investigación	Elsevier 
2214-3165,2214-3157	International Journal of Language and Culture	John Benjamins Publishing Company
2214-3890	Asian Journal of Urology	Elsevier 
2214-3912	Transportation Geotechnics	Elsevier 
2214-3955,2214-3947	Review of Religion and Chinese Society	Brill Academic Publishers
2214-398X	Case Studies in Fire Safety	Elsevier 
2214-3998	Case Studies in Structural Engineering	Elsevier 
2214-4048	Journal of High Energy Astrophysics	Elsevier 
2214-420X	Journal of Reproductive Health and Medicine	Elsevier 
2214-4471,2214-4463	Ecclesial Practices	Brill Academic Publishers
2214-5672	Revue Vétérinaire Clinique	Elsevier 
2214-6245	Journal of Clinical and Translational Endocrinology Case Reports	Elsevier 
2214-6512,2214-6490	Translational Science of Rare Diseases	IOS Press
2214-7144	Journal of Water Process Engineering	Elsevier 
2214-8043	Journal of Behavioral and Experimental Economics	Elsevier 
2214-8515	Journal of African Trade	Elsevier 
2214-8744,2214-8736	Nederlands Tijdschrift voor Traumachirurgie	Springer-Verlag
2214-9163	Philosophical Constructs for the Chiropractic Profession	Elsevier 
2214-9635	Journal of Arthroscopy and Joint Surgery	Elsevier 
2214-9937	Sustainable Materials and Technologies	Elsevier 
2214-9961,2214-9953	Linguistic Landscape	John Benjamins Publishing Company
2215-0218,2215-020X	Journal of Sports Analytics	IOS Press
2215-0382	Colloids and Interface Science Communications	Elsevier 
2215-0811	Recent Advances in Communications and Networking Technology	Bentham Science
2215-0838	Current Traditional Medicine	Bentham Science
2215-1362,2215-1354	Asia-Pacific Language Variation	John Benjamins Publishing Company
2215-1370	Journal of Industrial Engineering and Management Innovation	Atlantis Press
2215-1486,2215-1478	International Journal of Learner Corpus Research	John Benjamins Publishing Company
2215-1516	Open Access Advocate	Boom Uitgevers Den Haag
2215-1532	Environmental Nanotechnology Monitoring & Management	Elsevier 
2215-194X,2215-1931	Journal of Second Language Pronunciation	John Benjamins Publishing Company
2215-2482,2215-227X	Siwo Revista de Teología	Universidad Nacional de Costa Rica
2215-2288	Gestión de la educación	Universidad de Costa Rica
2215-2458	InterSedes	Universidad de Costa Rica
2215-2504	Revista Forestal Mesoamericana Kurú	Instituto Tecnologico de Costa Rica
2215-4752,2215-2849	Universidad en Diálogo Revista de Extensión	Universidad Nacional de Costa Rica
2215-3527	Nutrición Animal Tropical	Universidad de Costa Rica
2215-4167	Política Económica para el Desarrollo Sostenible	Universidad Nacional de Costa Rica
2215-7360	Aglala	Corporacion Universitaria Rafael Nunez
2215-8421	Voces y Silencios Revista Latinoamericana de Educación	Universidad de los Andes - Centro de Investigacion y Formacion en Educacion (CIFE)
2357-5239,2216-1473	Revista Investigium IRE Ciencias Sociales y Humanas	Institucion Universitaria CESMAG
2216-1775	Forum Revista Departamento Ciencia Política	Universidad Nacional de Colombia
2217-2319	Procesna tehnika	Union of Mechanical and Electrotechnical Engineers and Technicians of Serbia (SMEITS)
2406-2324,2217-2769	Bizinfo Blace	Centre for Evaluation in Education and Science
2406-1387,2217-2815	Pravni zapisi	Centre for Evaluation in Education and Science
2217-3668	Economic Themes	Walter de Gruyter GmbH
2334-7465,2217-415X	Методички видици	"Faculty of Philosophy, University of Novi Sad"
2217-4958	Civitas (Novi Sad)	Centre for Evaluation in Education and Science
2217-5652,2217-544X	International Journal for Traffic and Transport Engineering	"City Net Scientific Research Center, Ltd. Belgrade"
2217-5458	Ekonomija teorija i praksa	Centre for Evaluation in Education and Science
2217-5539	Scientific Publications of the State University of Novi Pazar Series A Applied Mathematics Informatics and mechanics	Centre for Evaluation in Education and Science
2217-5563,2217-5555	Читалиште	"Faculty of Philosophy, University of Novi Sad"
2217-7124	Safety Engineering	"Faculty of Occupational Safety, University of Nis"
2217-8546,2217-7221	ZBORNIK ZA JEZIKE I KNJIŽEVNOSTI FILOZOFSKOG FAKULTETA U NOVOM SADU	"Faculty of Philosophy, University of Novi Sad"
2217-7558,2334-9670	Socioeconomica	The Scientific Society Akroasis
2217-7809	Књиженство часопис за студије књижевности рода и културе	"Faculty of Philology, University of Belgrade"
2217-7973	Journal of Economy and its Applications	Walter de Gruyter GmbH
2217-8090	Singidunum Journal of Applied Sciences	Centre for Evaluation in Education and Science
2217-9712	Savremene tehnologije	Centre for Evaluation in Education and Science
2412-3986,2218-0230	ZANCO Journal of Pure and Applied Sciences	Salahaddin University - Erbil
2218-0885	International Arab Journal of Dentistry	"Al Manhal FZ, LLC"
2218-1148	Обзорный журнал по химии	Pleiades Publishing
2218-1172	Мембраны и Мембранные технологии	Pleiades Publishing
2218-1768	Journal of Experimental Sciences	Update Publishing
2408-8749,2218-2578	Northern University Journal of Law	Bangladesh Journals Online
2414-1267,2218-3000	Radioelectronics Nanosystems Information Technologies	"Editorial Board of Journal Radioelectronics, Nanosystems, Information Technology RENSIT"
2227-6718,2218-4511	Marketing and Management of Innovations	Sumy State University
2410-3535,2218-5046	Letters on Materials	Institute for Metals Superplasticity Problems of RAS
2218-6018	Law of the Sea Bulletin	United Nations Publications
2304-3679,2218-6026	International Journal of Energy Science	"Science and Engineering Publishing, Co."
2218-6182	World Journal of Anesthesiology	Baishideng Publishing Group Co (World Journal of Anesthesiology)
2218-6190	World Journal of Dermatology	Baishideng Publishing Group Co (World Journal of Dermatology)
2218-6204	World Journal of Hematology	Baishideng Publishing Group Co (World Journal of Hematology)
2218-6212	World Journal of Neurology	Baishideng Publishing Group Co (World Journal of Neurology)
2218-6239	World Journal of Ophthalmology	Baishideng Publishing Group Co (World Journal of Opthalmology)
2218-6263	World Journal of Stomatology	Baishideng Publishing Group Co (World Journal of Stomatology)
2521-7046,2218-6506	Journal of Educational and Psychological Studies [JEPS]	SciTech Solutions
2218-7480	Religions A Scholarly Journal	Hamad bin Khalifa University Press (HBKU Press)
2409-4714,2218-7766	Научная периодика проблемы и решения	BIBLIO-GLOBUS Publishing House
2218-8770	Градостроительство	"Science and Education, Ltd."
2218-9173	ARS ADMINISTRANDI (Искусство управления)	Perm State University (PSU)
2219-0767	Modeling of systems and processes	Infra-M Academic Publishing House
2219-1437	Научная перспектива	"Science and Education, Ltd."
2219-2077	مجلة الدراسات الفلسطينية	"Al Manhal FZ, LLC"
2219-2778,2219-276X	Fiscal Monitor	International Monetary Fund
2219-2816	World Journal of Clinical Urology	Baishideng Publishing Group Co (World Journal of Clinical Urology)
2219-2832	World Journal of Surgical Procedures	Baishideng Publishing Group Co (World Journal of Surgical Procedures)
2219-3111	Вестник Пермского университета История	Perm State University (PSU)
2311-9454,2219-3758	Modelling and Data Analysis	Federal State-Financed Educational Institution of Higher Education Moscow State University of Psychology and Education
2519-2256,2219-3804	Information systems mechanics and control	Kyiv Politechnic Institute
2219-4673,2219-4665	Vision Pan-America The Pan-American Journal of Ophthalmology	Pan-American Association of Ophthalmology
2219-5009,2219-4991	Main Economic Indicators	Organisation for Economic Co-Operation and Development 
2219-5025,2219-5017	Principaux indicateurs économiques	Organisation for Economic Co-Operation and Development 
2219-5033	Monthly Statistics of International Trade	Organisation for Economic Co-Operation and Development 
2219-5076,2219-5068	International Trade by Commodity Statistics	Organisation for Economic Co-Operation and Development 
2219-5092,2219-5084	Statistiques du commerce international par produit	Organisation for Economic Co-Operation and Development 
2219-5114,2219-5106	Quarterly National Accounts	Organisation for Economic Co-Operation and Development 
2219-5130,2219-5122	Comptes nationaux trimestriels	Organisation for Economic Co-Operation and Development 
2313-4674,2219-5211	Bangladesh Journal of Orthodontics and Dentofacial Orthopedics	Bangladesh Journals Online
2219-5327	Statistiques mensuelles du commerce international	Organisation for Economic Co-Operation and Development 
2522-6800,2219-6412	Southern African Public Law	UNISA Press
2222-2707,2219-6722	Economía y Administración (E&A)	Latin America Journals Online
2219-7184	General Mathematics Notes	"Science and Education, Ltd."
2219-7478,2219-746X	The Advanced Science Journal	Scireps Corporation
2219-8075	Medical Herald of the South of Russia	Rostov State Medical University
2219-8962	Perspectives in International Librarianship	Hamad bin Khalifa University Press (HBKU Press)
2308-2771,2219-9381	Cultura de Paz	Latin America Journals Online
2309-7973,2219-9659	Modern History of Russia	Saint Petersburg State University
2220-1173,2220-1181	Southern African Journal of Anaesthesia and Analgesia	Informa UK (Taylor & Francis)
2220-2196	International Journal of Machine Learning and Applications	AOSIS
2220-251X,2220-251X	Qatar Foundation Annual Research Forum Proceedings	Hamad bin Khalifa University Press (HBKU Press)
2222-307X,2220-2625	Pakistan Journal of Chemistry	Pakistan Journal of Chemistry
2220-2730	Aswan Heart Centre Science & Practice Series	Hamad bin Khalifa University Press (HBKU Press)
2220-2749	Avicenna	Hamad bin Khalifa University Press (HBKU Press)
2220-2757	Contemporary Islamic Studies	Hamad bin Khalifa University Press (HBKU Press)
2220-2765	Sustainable Technologies Systems & Policies	Hamad bin Khalifa University Press (HBKU Press)
2220-3044	Вестник Санкт-Петербургского государственного университета культуры и искусств	"Science and Education, Ltd."
2220-3184	World Journal of Medical Genetics	Baishideng Publishing Group Co (World Journal of Medical Genetics)
2220-3397	PROGRAMMNAYA INGENERIA	New Technologies Publishing House
2220-3680	ТОРГОВОЕ ДЕЛО ТОРГОВОЕ ПРАВО	"Science and Education, Ltd."
2220-4199	Bangladesh Journal of Plastic Surgery	Bangladesh Journals Online
2220-4822	Current Botany	Update Publishing
2220-5098,2220-5098	St Tikhons University Review Series V Christian Art	St. Tikhon's Orthodox University
2220-7457	Вектор науки ТГУ	"Science and Education, Ltd."
2220-8054	Nanosystems Physics Chemistry Mathematics	ITMO University
2220-8291,2220-8291	The International Journal of Excellence in Islamic Banking and Finance	"Al Manhal FZ, LLC"
2408-8706,2220-8992	Journal of the Bangladesh Society of Anaesthesiologists	Bangladesh Journals Online
2220-9085	International Journal of New Computer Architectures and their Applications	The Society of Digital Information and Wireless Communications (SDIWC)
2313-531X,2220-9476	South East Asia Journal of Public Health	Bangladesh Journals Online
2221-030X	Staff Discussion Notes	International Monetary Fund
2408-8730,2221-0377	Northern International Medical College Journal	Bangladesh Journals Online
2221-1020,2221-1012	International Journal of Natural Sciences	Bangladesh Journals Online
2221-1381	Vestnik of Institute of Geology of Komi Science Center of Ural Branch RAS	IG Komi SC UB RAS
2221-1616	VESTNIK INSTITUTA SOTZIOLOGII	Federal Center of Theoretical and Applied Sociology of the Russian Academy of Sciences (FCTAS RAS)
2223-6449,2221-2787	Общество философия история культура	"HORS Publishing House, LLC"
2223-6430,2221-2795	Общество социология психология педагогика	"HORS Publishing House, LLC"
2221-2965	Journal of Visualized Surgery	AME Publishing Company
2542-2243,2221-3007	Vestnik of Saint Petersburg University Arts	Saint Petersburg State University
2221-3783	IABSE Symposium Report	International Association for Bridge and Structural Engineering
2221-3791	IABSE Congress Report	International Association for Bridge and Structural Engineering
2221-3805,2221-3937	ELECTRICAL AND COMPUTER SYSTEMS	Odessa National Polytechnic University
2221-4070	Educational Research for Social Change	Academy of Science of South Africa
2410-7840,2221-5212	Ukrainian Information Security Research Journal	National Aviation University
2221-5662	Vektor nauki Tol yattinskogo gosudarstvennogo universiteta Seriya Pedagogika i psihologiya	Togliatti State University
2221-5689	Vektor nauki Tol yattinskogo gosudarstvennogo universiteta Seriya Ekonomika i upravlenie	Togliatti State University
2221-6359	Pertinence	"Al Manhal FZ, LLC"
2221-7002	Población y Desarrollo - Argonautas y caminantes	Latin America Journals Online
2221-7347	NEW UNIVERSITY ECONOMICS & LAW	Colloquim
2408-8617,2221-7436	Journal of Chemical Engineering	Bangladesh Journals Online
2304-5701,2221-836X	Anwer Khan Modern Medical College Journal	Bangladesh Journals Online
2221-8475	Innovations in lifelong learning	"Science and Education, Ltd."
2221-8890,2221-8890	Beiträge zur Rechtsgeschichte Österreichs	Verlag der Osterreichischen Akademie der Wissenschaften
2221-9048	TASMEEM	Hamad bin Khalifa University Press (HBKU Press)
2221-9544,2221-9544	The Russian Academic journal	SRI Institute of Political and Mediametric Studies IPMS
2221-9552	NEW UNIVERSITY TECHNICAL SCIENCES	Colloquim
2222-0372	Russian Journal of Innovation Economics	BIBLIO-GLOBUS Publishing House
2222-0836	Vestnik Tomskogo gosudarstvennogo universiteta Kul turologiya i iskusstvovedenie	Tomsk State University
2521-0114,2222-1247	NFC-IEFR Journal of Engineering and Scientific Research	NFC Institute of Engineering and Fertilizer Research
2222-1484	NEW UNIVERSITY TOPICAL ISSUES OF HUMANITIES AND SOCIAL SCIENCES	Colloquim
2222-1816	Научный журнал Российского НИИ проблем мелиорации	"Science and Education, Ltd."
2224-7785,2222-1859	The Communications in Information Science and Management Engineering	The World Academic Publishing
2222-1875,2222-1867	Public and Municipal Finance	LLC CPC Business Perspectives
2222-1956	Культура и искусство	"NB-Media, Ltd."
2222-1964,2222-1964	Полицейская деятельность	"NB-Media, Ltd."
2222-1972,2222-1972	Исторический журнал научные исследования	"NB-Media, Ltd."
2222-2510	World Applied Programming	TI Journals
2468-3949,2222-3282	Culture and Dialogue	Brill Academic Publishers
2313-8688,2222-419X	Transport systems and transportation technologies	Dnipropetrovsk National University of Railway Transport
2222-4254	International Journal of Emerging Sciences	"Science and Education, Ltd."
2222-534X	Journal of Economics Entrepreneurship and Law	BIBLIO-GLOBUS Publishing House
2222-6737,2305-2147	Asian Economic and Financial Review	Pak Publishing Group
2222-6990,2222-6990	International Journal of Academic Research in Business and Social Sciences	Human Resource Management Academic Research Society
2222-7415	Russian Electronic Journal of Radiology	ANO NCR
2222-7962	Forestry Engineering Journal	Infra-M Academic Publishing House
2222-8373	Diyala Journal for Pure Science	"University of Diyala, College of Science"
2222-9345	Вестник АПК Ставрополья	"Science and Education, Ltd."
2222-9388	Problemy ucheta i finansov	Tomsk State University
2222-9396	Modern Problems of Russian Transport Complex	Nosov Magnitogorsk State Technical University
2223-0807	Современное машиностроение	"Science and Education, Ltd."
2223-0971,2223-0963	Ibrahim Cardiac Medical Journal	Bangladesh Journals Online
2223-1331,2226-5724	Journal of Asian Scientific Research	Pak Publishing Group
2304-7224,2223-148X	Journal of Sulaimani Medical College	Journal of Zankoy Sulaimani - Part A
2223-1560	Известия Юго-Западного государственного университета	"Science and Education, Ltd."
2225-6598,2223-2036	Journal of Control Engineering and Technology	American V-King Scientific Publishers
2223-2095	Vestnik Immanuel Kant Baltic Federal University	Immanuel Kant Baltic Federal University
2223-2524	Sports medicine research and practice	Kniga - Service Agency Ltd.
2223-2621	Khazar Journal of Humanities and Social Sciences	Khazar University Press
2223-2966	Современная наука Естественные и технические науки	"Science and Education, Ltd."
2223-3059	Portal de la Ciencia	Latin America Journals Online
2223-3792	Machine Learning and Data Analysis	Computing Centre of the Russian Academy of Sciences
2223-3822	Socio-Economic Problems and the State	"Centre of Sociological Research, NGO"
2223-4594,2223-4594	Arctic Ecology and Economy	IBRAE RAN
2223-4608	Science intensive technologies in mechanical engineering	Infra-M Academic Publishing House
2223-4888	Современные научные исследования и инновации	"Science and Education, Ltd."
2223-5167	On-line Journal Naukovedenie	Publishing Centre Naukovedenie
2223-5639	Herald of the Belgorod University of Cooperation Economics and Law	"Belgorod University of Cooperation, Economics and Law"
2223-5760	Vestnik of Saint Petersburg University Psychology and Education	Saint Petersburg State University
2223-5833	Oman Chapter of Arabian Journal of Business and Management Review	"Al Manhal FZ, LLC"
2223-6368	Bangladesh Journal of Library and Information Science	Bangladesh Journals Online
2307-4620,2223-6619	Hong Kong Journal of Radiology	Hong Kong Academy of Medicine Press
2224-2759,2223-7755	Geochemical Perspectives	European Association of Geochemistry
2313-1039,2223-9537	Ontology of Designing	Samara National Research University
2223-9731	Vestnik of the Railway Research Institute	JSC Vniizht
2223-9766	International Journal of Automation and Smart Technology	International Journal of Automation and Smart Technology
2224-0179	Приволжский научный вестник	"Science and Education, Ltd."
2410-6720,2224-0187	Scientific papers SWorld	Scientific World Ltd.
2224-0209	Bulletin of the Moscow State Regional University	Moscow Regional State University
2411-0299,2224-0241	Law Нerald of Dagestan State University	Dagestan State University
2307-1230,2224-0586	EMERGENCY MEDICINE	Publishing House Zaslavsky
2307-1419,2224-0713	INTERNATIONAL NEUROLOGICAL JOURNAL	Publishing House Zaslavsky
2224-1086	Hadhramout Journal of Medical Sciences	"Al Manhal FZ, LLC"
2307-1095,2224-1485	HYPERTENSION	Publishing House Zaslavsky
2224-1566	Hematologia	Science Alert
2224-1744	Журнал Ф&#1240 Н-НАУКА	"Science and Education, Ltd."
2224-1841	Профессиональное образование в современном мире	Publishing House SB RAS
2304-2265,2224-235X	Correspondencias & Análisis	Universidad de San Martin de Porres
2224-249X	International Journal of Oceanography and Marine Ecological System	Science Alert
2224-2503	Journal of Pharmacy and Allied Health Sciences	Science Alert
2224-3550	Journal of Food Resource Science	Science Alert
2224-4018,2224-4018	Journal of Translational Internal Medicine	Walter de Gruyter GmbH
2224-4441,2226-5139	International Journal of Asian Social Science	Pak Publishing Group
2224-4514	Oil and Gas Facilities	Society of Petroleum Engineers
2224-4522	The Way Ahead	Society of Petroleum Engineers
2587-6813,2224-5057	Malignant tumours	Fond Oncoporgress
2414-9004,2224-5448	Voprosy dietologii	Dynasty Publishing House
2224-7246	Ciencia y Arte de Enfermería	Consejo Regional III Lima Metropolitana
2224-7777,2226-6437	The International Journal of Environmental Protection	The World Academic Publishing
2224-8358	Kuwait Chapter of Arabian Journal of Business and Management Review	"Al Manhal FZ, LLC"
2414-990X,2224-9281	Problems of Legality	Yaroslav Mudryi National Law University
2305-1434,2224-9354	Vestnik Permskogo nacional’nogo issledovatel’skogo politehničeskogo universiteta Social’no-èkonomičeskie nauki	PNRPU Publishing Office
2305-140X,2224-9389	PNRPU Linguistics and Pedagogy Bulletin	PNRPU Publishing Office
2224-9400,2224-9400	PNRPU Bulletin Chemical Technology and Biotechnology	PNRPU Publishing Office
2224-9486	International Current Pharmaceutical Journal	Bangladesh Journals Online
2305-2724,2224-9826	PNRPU Construction and Architecture Bulletin	PNRPU Publishing Office
2224-9877	PNIPU Bulletin The mechanical engineering materials science	PNRPU Publishing Office
2224-9893	PNRPU Mechanics Bulletin	PNRPU Publishing Office
2224-9923	Вестник Пермского национального исследовательского политехнического университета Геология Нефтегазовое и горное дело	PNRPU Publishing Office
2224-9974	Bulletin of PNRPU Culture History Philosophy Law	PNRPU Publishing Office
2304-6457,2224-9982	Perm National Research Polytechnic University Aerospace Engineering Bulletin	PNRPU Publishing Office
2225-0638	Advances in Physics Theories and Applications	"International Institute for Science, Technology and Education"
2225-0972	Public Policy and Administration Research	"International Institute for Science, Technology and Education"
2225-1243	Journal of Integrative Nephrology and Andrology	Medknow Publications
2225-1456	International Journal of Multimedia Technology	The World Academic Publishing
2225-2215	Studies of Changing Societies	De Gruyter Open Sp. z o.o. 
2225-2258	Tochki nad yo	Content Press and Scientific Publishing
2225-2924	Scientific Works of National University of Food Technologies	National University of Food Technologies
2225-3513	Vestnik Tomskogo gosudarstvennogo universiteta Pravo	Tomsk State University
2225-3556	International Journal of Thermal and Fluid Sciences	Science Alert
2225-4293	Физические основы приборостроения	Scientific and Technological Center of Unique Instrumentation of RAS
2411-071X,2225-5036	Ukrainian Scientific Journal of Information Security	National Aviation University
2521-5868,2225-5249	Ciencias Espaciales	Latin America Journals Online
2225-5850	International Islamic Marketing Association Journal	"Al Manhal FZ, LLC"
2225-6482	Community Acquired Infection	Medknow Publications
2225-6555	Theory and practice of jurisprudence	Yaroslav Mudryi National Law University
2225-6571,2225-6563	International Journal of Energy Engineering	The World Academic Publishing
2225-658X	International Journal of Digital Information and Wireless Communications	The Society of Digital Information and Wireless Communications (SDIWC)
2225-7357	Journal of Anatomy and Histopathology	VSMU N.N. Burdenko
2226-7336,2225-7411	International Journal of E-Business Development	The World Academic Publishing
2226-7344,2225-742X	International Journal of Economics and Management Engineering	The World Academic Publishing
2227-1295,2225-756X	Nauchnyy dialog	OOO Centr naucnyh i obrazovatelnyh proektov
2409-0832,2225-7845	Психология в экономике и управлении	Baikal State University
2225-8272	Journal of Public and Municipal Administration	Infra-M Academic Publishing House
2225-8299	Актуальные вопросы публичного права	"Science and Education, Ltd."
2225-8329,2225-8329	International Journal of Academic Research in Accounting Finance and Management Sciences	Human Resource Management Academic Research Society
2225-8531	South African Journal of Geomatics	African Journals Online 
2227-5460,2225-8604	AFRREV LALIGENS An International Journal of Language Literature and Gender Studies	African Journals Online 
2227-5444,2225-8612	AFRREV STECH An International Journal of Science and Technology	African Journals Online 
2225-8973	Journal of Academic Writing	"Coventry University, Lanchester Library"
2308-9733,2225-9015	Bangladesh Journal of Dental Research & Education	Bangladesh Journals Online
2225-9074	Urologicheskie vedomosti	ECO-Vector
2225-9171	Islami Bank Medical College Journal	Bangladesh Journals Online
2225-9228	Journal of Local and Global Health Perspectives	Hamad bin Khalifa University Press (HBKU Press)
2225-9783	Philosophy of Science and Technology	"Institute of Philosophy, Russian Academy of Sciences"
2226-0064	Вестник Науки Сибири	"Science and Education, Ltd."
2305-3542,2226-0153	Microbes and Health	Bangladesh Journals Online
2226-0692	Monitoring of Law Enforcement	I.E. Makarenko GI
2226-0781,2226-0781	Herald of Civil Procedure	PH V. Ema
2413-4260,2226-1230	Neonatology surgery and perinatal medicine	Higher State Educational Establishment of Ukraine Bukovinian State Medical University
2226-1761	Compendio de Ciencias Veterinarias	Instituto de Investigaciones en Ciencias de la Salud
2541-8548,2226-2059	Meždunarodnoe pravosudie	Institute for Law and Public Policy
2226-3500,2226-2717	International Interdisciplinary Journal of Education	"Al Manhal FZ, LLC"
2226-2989	Agroindustrial science	Scientia Agropecuaria
2226-3217	International Journal of Nuclear Energy Science and Engineering	"Science and Engineering Publishing, Co."
2226-3365	Novosibirsk State Pedagogical University Bulletin	Novosibirsk State Pedagogical University
2410-1737,2226-3594	Izvestiya Instituta Matematiki i Informatiki Udmurt Gos Univ	Izhevsk Institute of Computer Scienceq
2226-3624	International Journal of Academic Research in Economics and Management Sciences	Human Resource Management Academic Research Society
2226-4000	Revista Internacional de Investigación en Ciencias Sociales	Instituto de Investigaciones en Ciencias de la Salud
2226-4353	International Journal of Remote Sensing Application	"Science and Engineering Publishing, Co."
2226-4469,2226-4450	International Journal of Computer Science and Artificial Intelligence	The World Academic Publishing
2226-4507	Open Journal of Implant Dentistry	AOSIS
2226-4558,2226-4566	International Journal of Life Science and Medical Research	The World Academic Publishing
2226-5368	Journal of Shaheed Suhrawardy Medical College	Bangladesh Journals Online
2226-5937,2226-5929	Современные проблемы математики	Steklov Mathematical Institute
2226-6305,2226-6305	Международное право и международные организации / International Law and International Organizations	"NB-Media, Ltd."
2226-6348	International Journal of Academic Research in Progressive Education and Development	Human Resource Management Academic Research Society
2226-728X	Rwanda Journal of Health Sciences	African Journals Online 
2226-7867	Humanities Bulletin of the University of Finance	Infra-M Academic Publishing House
2226-8561	Digital Medicine	Medknow Publications
2307-3160,2226-8715	Update Dental College Journal	Bangladesh Journals Online
2226-8804,2226-8782	Лекционные курсы НОЦ	Steklov Mathematical Institute
2226-9290	Community Based Medical Journal	Bangladesh Journals Online
2226-9649	QScience Proceedings	Hamad bin Khalifa University Press (HBKU Press)
2227-0426,2227-0426	Qatar Medical Journal	Hamad bin Khalifa University Press (HBKU Press)
2587-6929,2227-2283	Izvestia of the Ural federal university Series 2 Humanities and Arts	Ural Federal University
2227-247X,2227-2437	HAMDAN MEDICAL JOURNAL	Hamdan Medical Journal
2227-281X,2227-2747	Education and Pedagogical Sciences	State Institution Luhansk Taras Shevchenko National University
2227-3026	Proceedings of the Asia-Pacific Advanced Network	Proceedings of the Asia-Pacific Advanced Network
2227-3751	Journal of Modern Mathematics Frontier	"Science and Engineering Publishing, Co."
2227-4200	Voprosy leksikografii	Tomsk State University
2227-4324	International Journal of Applied Mathematical Research	Science Publishing Corporation
2227-4332	Journal of Advanced Computer Science & Technology	Science Publishing Corporation
2227-4626,2227-4634	Journal of Civil Engineering and Science	The World Academic Publishing
2518-1432,2227-4782	PROBLEMS OF ENDOCRINE PATHOLOGY	V.Danilevsky Institute for Endocrine Pathology Problems of NAMSU
2227-488X	International Journal of Advanced Nursing Studies	Science Publishing Corporation
2227-5053	International Journal of Basic and Applied Sciences	Science Publishing Corporation
2227-524X	International Journal of Engineering & Technology	Science Publishing Corporation
2227-572X	Analytics	Technosphera JSC
2227-6157	Psychophysiology New	"Science and Education, Ltd."
2227-6467	Journal of Information Technology and Application in Education	"Science and Engineering Publishing, Co."
2227-6483,2227-6475	Journal of Agricultural Science and Applications	American V-King Scientific Publishers
2227-6564	Vestnik of Northern (Arctic) Federal University Series Humanitarian and Social Sciences	Kniga - Service Agency Ltd.
2227-6572	Arctic Environmental Research	Kniga - Service Agency Ltd.
2227-6920	SWorld journal	"Science and Education, Ltd."
2307-2881,2227-7633	Demokratie und Geschichte	Bohlau Verlag
2304-4845,2227-7668	Strategie und Sicherheit	Bohlau Verlag
2500-2155,2227-8656	HUMANITIES OF THE SOUTH OF RUSSIA	Kniga - Service Agency Ltd.
2227-8885	IMF Working Papers	International Monetary Fund
2227-8907	IMF Staff Country Reports	International Monetary Fund
2227-8915	International Monetary Fund Annual Report	International Monetary Fund
2227-8923	International Monetary Fund Annual Report	International Monetary Fund
2227-8990	International Monetary Fund Annual Report	International Monetary Fund
2500-1728,2227-9245	Transbaikal State University Journal	Transbaikal State University
2227-930X,2328-1391	International Journal of Advanced Studies	Science and Innovation Center
2227-961X,2227-9601	Yemeni Journal For Medical Sciences	"University of Science and Technology, Yemen"
2227-9997	Ученые записки Российской академии музыки имени Гнесиных	"NB-Media, Ltd."
2228-1355	Incantatio An International Journal on Charms Charmers and Charming	Estonian Literary Museum Scholary Press
2228-6128	Journal of Crop Breeding	Armenian Green Publishing Co.
2364-1843,2228-6160	Iranian Journal of Science and Technology Transactions of Civil Engineering	Springer-Verlag
2364-1827,2228-6179	Iranian Journal of Science and Technology Transactions of Electrical Engineering	Springer-Verlag
2364-1835,2228-6187	Iranian Journal of Science and Technology Transactions of Mechanical Engineering	Springer-Verlag
2228-6454,2228-6454	Journal of Research in Economic Modeling	Armenian Green Publishing Co.
