@id,subjects
1552-4469_1552-4450,"[u'Cell Biology', u'Molecular Biology']"
1552-4485_0033-569X,[u'Applied Mathematics']
1552-4531_0748-7304,"[u'Physiology', u'Physiology (medical)']"
1552-4574_1050-6519,"[u'General Business, Management and Accounting', u'Business and International Management', u'Communication']"
1552-4612_0196-8599,"[u'Arts and Humanities (miscellaneous)', u'Communication', u'Cultural Studies']"
1552-4833_1552-4825,"[u'Genetics', u'Genetics(clinical)']"
1552-485X_1552-4841,"[u'Genetics(clinical)', u'Psychiatry and Mental health', u'Cellular and Molecular Neuroscience']"
1552-4876_1552-4868,"[u'Genetics', u'Genetics(clinical)']"
1552-4930_1552-4922,"[u'Cell Biology', u'Histology', u'Pathology and Forensic Medicine']"
1552-4957_1552-4949,"[u'Cell Biology', u'Histology', u'Pathology and Forensic Medicine']"
1552-4965_1549-3296,"[u'Biomedical Engineering', u'Biomaterials', u'Ceramics and Composites', u'Metals and Alloys']"
1552-4981_1552-4973,"[u'Biomedical Engineering', u'Biomaterials']"
1552-5015_1552-5007,"[u'Animal Science and Zoology', u'Ecology, Evolution, Behavior and Systematics', u'Developmental Biology', u'Genetics', u'Molecular Medicine']"
1552-5023_1546-6086,[u'Spectroscopy']
1552-504X_1552-5031,"[u'Physical and Theoretical Chemistry', u'Spectroscopy', u'Radiology Nuclear Medicine and imaging', u'Radiological and Ultrasound Technology']"
1552-5260,"[u'Epidemiology', u'Geriatrics and Gerontology', u'Health Policy', u'Clinical Neurology', u'Psychiatry and Mental health', u'Cellular and Molecular Neuroscience', u'Developmental Neuroscience']"
1552-5422_0022-0221,"[u'Social Psychology', u'Anthropology', u'Cultural Studies']"
1552-5449_0272-4316,"[u'Developmental and Educational Psychology', u'Social Sciences (miscellaneous)', u'Sociology and Political Science', u'Life-span and Life-course Studies']"
1552-5481_0192-513X,[u'Social Sciences (miscellaneous)']
1552-5708_0891-9887,"[u'Geriatrics and Gerontology', u'Clinical Neurology', u'Psychiatry and Mental health']"
1552-5732_0890-3344,[u'Obstetrics and Gynaecology']
1552-5775_1552-5767,[u'General Medicine']
1552-5783,[]
1552-6127_1090-1981,"[u'Arts and Humanities (miscellaneous)', u'Public Health, Environmental and Occupational Health']"
1552-6291_1552-6283,"[u'Computer Networks and Communications', u'Information Systems']"
1552-6364_0739-9863,"[u'Social Psychology', u'Linguistics and Language', u'Anthropology', u'Cultural Studies']"
1552-650X_0022-1678,"[u'Philosophy', u'Social Psychology', u'Sociology and Political Science']"
1552-6518_0886-2605,"[u'Applied Psychology', u'Clinical Psychology']"
1552-6550_0273-4753,"[u'Marketing', u'Education']"
1552-6569_1051-2284,"[u'Clinical Neurology', u'Radiology Nuclear Medicine and imaging']"
1552-6585_1538-5132,"[u'Geography, Planning and Development']"
1552-6771_0096-1442,"[u'History', u'Sociology and Political Science', u'Urban Studies']"
1552-681X_0272-989X,[u'Health Policy']
1552-6836_0097-7004,"[u'History', u'Geography, Planning and Development', u'Sociology and Political Science']"
1552-6844_0888-4390,[u'General Medicine']
1552-6895_0743-5584,"[u'Developmental and Educational Psychology', u'Sociology and Political Science']"
1552-6909_0884-2175,"[u'Critical Care', u'Maternity and Midwifery', u'Pediatrics']"
1552-6933_0306-624X,"[u'Arts and Humanities (miscellaneous)', u'Pathology and Forensic Medicine', u'Applied Psychology']"
1552-6968_1054-1373,"[u'Health(social science)', u'Sociology and Political Science']"
1552-7395_0899-7640,[u'Social Sciences (miscellaneous)']
1552-7417_1086-0266,"[u'Organizational Behavior and Human Resource Management', u'General Environmental Science']"
1552-7425_1094-4281,"[u'Management of Technology and Innovation', u'Strategy and Management', u'General Decision Sciences']"
1552-7433_0146-1672,[u'Social Psychology']
1552-7441_0048-3931,"[u'Philosophy', u'Social Sciences (miscellaneous)']"
1552-7514_0032-3292,"[u'Social Sciences (miscellaneous)', u'Sociology and Political Science', u'Political Science and International Relations']"
1552-7522_0032-8855,"[u'Social Sciences (miscellaneous)', u'Law']"
1552-7549_1087-724X,"[u'Business, Management and Accounting (miscellaneous)', u'Sociology and Political Science', u'Public Administration']"
1552-7565_1077-8004,"[u'Social Sciences (miscellaneous)', u'Anthropology']"
1552-759X_0734-371X,"[u'Organizational Behavior and Human Resource Management', u'Public Administration']"
1552-7638_0193-7235,[u'Sociology and Political Science']
1552-7824_0092-0703,"[u'Business and International Management', u'Marketing', u'Economics and Econometrics']"
1552-7832_1043-6596,[u'General Nursing']
1552-7840_1541-3446,[u'Education']
1552-8014,"[u'Food Science', u'Social Psychology', u'Cultural Studies']"
1552-8049_1552-8030,"[u'Religious studies', u'Life-span and Life-course Studies']"
1552-8251_0162-2439,"[u'Philosophy', u'Human-Computer Interaction', u'Economics and Econometrics', u'Social Sciences (miscellaneous)', u'Sociology and Political Science', u'Anthropology', u'Philosophy', u'Human-Computer Interaction', u'Economics and Econometrics', u'Social Sciences (miscellaneous)', u'Sociology and Political Science', u'Anthropology']"
1552-8278_1046-4964,"[u'Applied Psychology', u'Social Psychology']"
1552-8294_0049-1241,"[u'Social Sciences (miscellaneous)', u'Sociology and Political Science']"
1552-8324_1524-8380,"[u'Public Health, Environmental and Occupational Health', u'Applied Psychology', u'Health(social science)']"
1552-8332_1078-0874,"[u'Sociology and Political Science', u'Urban Studies']"
1552-8448_1077-8012,"[u'Law', u'Sociology and Political Science', u'Gender Studies']"
1552-8456_0193-9459,[u'General Nursing']
1552-8502_0486-6134,"[u'Philosophy', u'Economics and Econometrics']"
1552-8545_1075-5470,[u'Sociology and Political Science']
1552-8618_0730-7268,"[u'Environmental Chemistry', u'Health, Toxicology and Mutagenesis']"
1552-8766_0022-0027,"[u'General Business, Management and Accounting', u'Sociology and Political Science', u'Political Science and International Relations']"
1552-9045,[]
1552-9908,[]
1552-9924_0091-6765,"[u'Health, Toxicology and Mutagenesis', u'Public Health, Environmental and Occupational Health']"
1553-0124,[]
1553-040X_1553-040X,"[u'Geology', u'Stratigraphy']"
1553-0604,[]
1553-0612,[]
1553-0620_0275-1275,"[u'History', u'Sociology and Political Science', u'Cultural Studies']"
1553-0639_0018-2176,"[u'Language and Linguistics', u'Literature and Literary Theory', u'Linguistics and Language']"
1553-1198_1553-118X,"[u'Sociology and Political Science', u'Communication']"
1553-1201,[]
1553-2704_0277-2426,[u'Nature and Landscape Conservation']
1553-2712_1069-6563,"[u'General Medicine', u'Emergency Medicine']"
1553-3077,[]
1553-3271,[]
1553-345X,"[u'Ecology', u'Pollution']"
1553-3468,"[u'Biochemistry', u'Biotechnology']"
1553-3514_1553-3506,[u'Surgery']
1553-3786_1531-0485,[]
1553-3832_2194-6167,"[u'General Business, Management and Accounting', u'General Economics, Econometrics and Finance']"
1553-3840_2194-6329,[u'Complementary and alternative medicine']
1553-3891,[]
1553-3905_0892-2160,"[u'History', u'Visual Arts and Performing Arts']"
1553-3913_8755-4178,"[u'Religious studies', u'Gender Studies']"
1553-3956_1565-1525,"[u'History', u'History and Philosophy of Science', u'Religious studies']"
1553-4014_1553-4006,[u'Pathology and Forensic Medicine']
1553-4316,[]
1553-4448_0065-955X,"[u'General Medicine', u'Ophthalmology']"
1553-4529_1553-4510,[u'Social Psychology']
1553-4650,[u'Obstetrics and Gynaecology']
1553-5231_1078-0947,"[u'Analysis', u'Applied Mathematics', u'Discrete Mathematics and Combinatorics']"
1553-5606_1553-5592,"[u'Health Policy', u'Assessment and Diagnosis', u'Care Planning', u'Fundamentals and skills', u'Leadership and Management', u'Health Policy', u'Assessment and Diagnosis', u'Care Planning', u'Fundamentals and skills', u'Leadership and Management', u'General Medicine', u'Health Policy', u'Assessment and Diagnosis', u'Care Planning', u'Fundamentals and skills', u'Leadership and Management', u'General Medicine', u'Health Policy', u'Assessment and Diagnosis', u'Care Planning', u'Fundamentals and skills', u'Leadership and Management']"
1553-5622_0018-098X,"[u'History', u'Archaeology', u'Classics', u'Archaeology']"
1553-5630_0044-9202,[u'Music']
1553-619X,"[u'Immunology', u'Immunology and Allergy']"
1553-6203,[u'Infectious Diseases']
1553-6467_0002-9459,"[u'General Medicine', u'General Pharmacology, Toxicology and Pharmaceutics', u'Education']"
1553-6610_1868-9884,"[u'Health(social science)', u'Sociology and Political Science', u'Gender Studies']"
1553-7250,[u'Leadership and Management']
1553-7358_1553-734X,"[u'Ecology, Evolution, Behavior and Systematics', u'Genetics', u'Molecular Biology', u'Computational Theory and Mathematics', u'Ecology', u'Modelling and Simulation', u'Cellular and Molecular Neuroscience']"
1553-7374_1553-7366,"[u'Genetics', u'Molecular Biology', u'Immunology', u'Microbiology', u'Parasitology', u'Virology']"
1553-7404_1553-7390,"[u'Ecology, Evolution, Behavior and Systematics', u'Cancer Research', u'Genetics', u'Molecular Biology', u'Genetics(clinical)']"
1553-779X_2194-5756,[u'Energy Engineering and Power Technology']
1553-8338_1553-8605,"[u'Psychiatry and Mental health', u'Applied Psychology', u'Clinical Psychology', u'Gender Studies']"
1553-8389,"[u'General Medicine', u'Cardiology and Cardiovascular Medicine']"
1553-8621_1553-8362,"[u'Agronomy and Crop Science', u'Horticulture', u'Plant Science', u'Ecology']"
1553-877X_1553-877X,[u'Electrical and Electronic Engineering']
1553-9962,[]
1554-0138,[]
1554-0170_0268-1102,"[u'Computer Science Applications', u'Development', u'Public Administration']"
1554-0588_1554-057X,[u'Computer Networks and Communications']
1554-0634_1554-0626,"[u'Sociology and Political Science', u'Political Science and International Relations']"
1554-0650_1554-0642,"[u'Accounting', u'Finance']"
1554-0677_1554-0669,"[u'Computer Science (miscellaneous)', u'Information Systems']"
1554-0774_0361-0128,[]
1554-1053_1554-1045,[u'General Computer Science']
1554-2769_0003-8504,"[u'Visual Arts and Performing Arts', u'Architecture']"
1554-2815_1520-765X,[u'Cardiology and Cardiovascular Medicine']
1554-3528_1554-351X,"[u'Arts and Humanities (miscellaneous)', u'General Psychology', u'Psychology (miscellaneous)', u'Developmental and Educational Psychology', u'Experimental and Cognitive Psychology', u'Arts and Humanities (miscellaneous)', u'General Psychology', u'Psychology (miscellaneous)', u'Developmental and Educational Psychology', u'Experimental and Cognitive Psychology', u'Arts and Humanities (miscellaneous)', u'General Psychology', u'Psychology (miscellaneous)', u'Developmental and Educational Psychology', u'Experimental and Cognitive Psychology']"
1554-4419_2194-6558,"[u'Law', u'Sociology and Political Science', u'Political Science and International Relations']"
1554-4567_2194-5691,"[u'Law', u'Law']"
1554-4788_1554-477X,"[u'Sociology and Political Science', u'Gender Studies']"
1554-4818_1554-480X,[u'Education']
1554-527X_0736-0266,[u'Orthopedics and Sports Medicine']
1554-558X_0894-1912,"[u'General Medicine', u'Education']"
1554-6063_0145-7217,"[u'Endocrinology, Diabetes and Metabolism', u'Health Professions (miscellaneous)']"
1554-611X_1524-4113,"[u'Religious studies', u'Education', u'Cultural Studies']"
1554-6136_1554-6128,[u'Education']
1554-6179_1539-4182,"[u'General Medicine', u'Community and Home Care']"
1554-6306_1551-6970,[]
1554-6578_0022-3069,"[u'General Medicine', u'Clinical Neurology', u'Pathology and Forensic Medicine', u'Cellular and Molecular Neuroscience', u'Neurology', u'General Medicine', u'Clinical Neurology', u'Pathology and Forensic Medicine', u'Cellular and Molecular Neuroscience', u'Neurology']"
1554-7000,[]
1554-7531_1061-4303,"[u'Environmental Chemistry', u'Water Science and Technology', u'General Medicine']"
1554-7558_1554-754X,[]
1554-8120_1054-2523,"[u'Organic Chemistry', u'General Pharmacology, Toxicology and Pharmaceutics']"
1554-8279_0013-5984,[u'Education']
1554-8430_1086-296X,"[u'Language and Linguistics', u'Education', u'Linguistics and Language']"
1554-8597_1079-2457,"[u'Economics and Econometrics', u'Management, Monitoring, Policy and Law', u'Sociology and Political Science', u'Political Science and International Relations']"
1554-8635_1554-8627,"[u'Cell Biology', u'Molecular Biology']"
1554-8740_1554-8732,"[u'Developmental and Educational Psychology', u'Sociology and Political Science']"
1554-8937_1554-8929,"[u'Biochemistry', u'Molecular Medicine', u'General Medicine']"
1554-9178,"[u'General Physics and Astronomy', u'Education']"
1554-9658_1554-964X,"[u'Business, Management and Accounting (miscellaneous)', u'Accounting', u'Economics and Econometrics', u'Finance']"
1555-0273_1555-0265,[u'Orthopedics and Sports Medicine']
1555-0761_1555-0753,"[u'Marketing', u'Economics and Econometrics']"
1555-0788_1555-077X,[u'Computer Networks and Communications']
1555-1318_1555-130X,"[u'Electrical and Electronic Engineering', u'Electronic, Optical and Magnetic Materials']"
1555-1407_1555-1393,"[u'Education', u'Communication']"
1555-1415,[]
1555-175X,"[u'General Medicine', u'Reviews and References, Medical', u'Pharmacology']"
1555-1938_1554-7191,"[u'Management Information Systems', u'Management of Technology and Innovation']"
1555-2101_0160-6689,[u'Psychiatry and Mental health']
1555-2284,[]
1555-2462_0002-0206,"[u'Anthropology', u'Cultural Studies']"
1555-2467_1479-9855,"[u'Safety Research', u'Political Science and International Relations']"
1555-2934_1081-6976,"[u'Law', u'Sociology and Political Science', u'Anthropology']"
1555-3337_0731-7131,"[u'Computer Science Applications', u'Library and Information Sciences']"
1555-340X_1555-3396,"[u'Information Systems', u'Information Systems and Management', u'Medicine (miscellaneous)']"
1555-3434,"[u'Engineering (miscellaneous)', u'Applied Psychology']"
1555-3884_1052-2166,"[u'Genetics', u'Molecular Biology']"
1555-3892_0963-6897,"[u'Cell Biology', u'Biomedical Engineering', u'Transplantation']"
1555-3906_0965-0407,"[u'Cancer Research', u'General Medicine', u'Oncology']"
1555-4139_1555-4120,"[u'Arts and Humanities (miscellaneous)', u'Human-Computer Interaction', u'Applied Psychology', u'Anthropology', u'Communication', u'Cultural Studies', u'Arts and Humanities (miscellaneous)', u'Human-Computer Interaction', u'Applied Psychology', u'Anthropology', u'Communication', u'Cultural Studies']"
1555-4155,"[u'Fundamentals and skills', u'LPN and LVN']"
1555-4317_1555-4309,[u'Radiology Nuclear Medicine and imaging']
1555-4589_1555-4589,[]
1555-5062,[]
1555-5259_1555-5240,"[u'Public Health, Environmental and Occupational Health', u'Applied Psychology']"
1555-5550_1555-5542,[]
1555-5860_1741-9166,[]
1555-5879_2194-6000,"[u'General Economics, Econometrics and Finance', u'Law']"
1555-6107_0965-545X,"[u'Materials Chemistry', u'Polymers and Plastics']"
1555-6123_1560-0904,"[u'Ceramics and Composites', u'Materials Chemistry', u'Polymers and Plastics']"
1555-614X_1811-2382,"[u'General Chemistry', u'Materials Chemistry', u'Polymers and Plastics']"
1555-6174_0031-0301,[u'Palaeontology']
1555-6190_0031-918X,"[u'Materials Chemistry', u'Condensed Matter Physics']"
1555-6212_1054-6618,"[u'Computer Graphics and Computer-Aided Design', u'Computer Vision and Pattern Recognition']"
1555-6239_0965-5441,"[u'General Chemical Engineering', u'General Chemistry', u'Geochemistry and Petrology', u'Energy Engineering and Power Technology', u'Fuel Technology']"
1555-6255_0036-0295,[u'Metals and Alloys']
1555-6263_0869-5938,"[u'Geology', u'Palaeontology', u'Stratigraphy']"
1555-628X_0001-4338,"[u'Atmospheric Science', u'Oceanography']"
1555-6301_0040-6015,"[u'Energy Engineering and Power Technology', u'Nuclear Energy and Engineering']"
1555-6425_0032-9452,"[u'General Agricultural and Biological Sciences', u'Aquatic Science']"
1555-645X_0016-7932,"[u'Geophysics', u'Space and Planetary Science']"
1555-6476_1075-7015,"[u'Geochemistry and Petrology', u'Geology']"
1555-6492_1019-3316,"[u'Cultural Studies', u'Political Science and International Relations']"
1555-6506_1069-3513,"[u'General Earth and Planetary Sciences', u'General Environmental Science']"
1555-6530_1064-2307,"[u'Computer Networks and Communications', u'Computer Vision and Pattern Recognition', u'Information Systems', u'Software', u'Control and Systems Engineering', u'Applied Mathematics', u'Theoretical Computer Science', u'Computer Networks and Communications', u'Computer Vision and Pattern Recognition', u'Information Systems', u'Software', u'Control and Systems Engineering', u'Applied Mathematics', u'Theoretical Computer Science']"
1555-6557_1064-2269,"[u'Electrical and Electronic Engineering', u'Electronic, Optical and Magnetic Materials', u'Condensed Matter Physics', u'Radiation']"
1555-6611_1054-660X,"[u'Industrial and Manufacturing Engineering', u'Condensed Matter Physics', u'Instrumentation', u'Atomic and Molecular Physics, and Optics']"
1555-6638_1061-9208,"[u'Mathematical Physics', u'Statistical and Nonlinear Physics']"
1555-6654_0006-3509,[u'Biophysics']
1555-6662_0965-5425,[u'Computational Mathematics']
1555-6689_0013-8738,[u'Insect Science']
1555-7340_0010-7980,"[u'General Earth and Planetary Sciences', u'General Environmental Science', u'Geology', u'Palaeontology', u'Stratigraphy']"
1555-7561_1933-6837,"[u'General Economics, Econometrics and Finance']"
1555-788X,[]
1555-824X_1062-8606,[u'Health Policy']
1555-8576_1538-4047,"[u'Cancer Research', u'Molecular Medicine', u'Oncology', u'Pharmacology']"
1555-8584_1547-6286,"[u'Cell Biology', u'Molecular Biology']"
1555-8592_1547-6278,"[u'Developmental Biology', u'Biomedical Engineering', u'Embryology', u'Transplantation']"
1555-905X_1555-9041,"[u'Critical Care and Intensive Care Medicine', u'Epidemiology', u'Nephrology', u'Transplantation']"
1555-9351,[]
1555-9998,[]
1556-0368_1556-035X,"[u'Psychiatry and Mental health', u'Clinical Psychology']"
1556-0848_0095-327X,"[u'Social Sciences (miscellaneous)', u'Safety Research', u'Sociology and Political Science']"
1556-0864,"[u'Oncology', u'Pulmonary and Respiratory Medicine']"
1556-0961_1541-6933,"[u'Critical Care and Intensive Care Medicine', u'Clinical Neurology']"
1556-1615_1556-1607,"[u'Human-Computer Interaction', u'Education']"
1556-1631_1556-1623,[u'Education']
1556-1801,"[u'Computer Science Applications', u'General Engineering', u'Applied Mathematics', u'Statistics and Probability']"
1556-1828_1556-4894,"[u'History', u'Archaeology', u'Oceanography', u'Ecology', u'Archaeology']"
1556-1836_0954-6553,"[u'Safety, Risk, Reliability and Quality', u'Safety Research', u'Sociology and Political Science', u'Political Science and International Relations']"
1556-1844_0260-4027,[u'Philosophy']
1556-1852_0963-6412,"[u'Sociology and Political Science', u'Political Science and International Relations']"
1556-195X_1064-2293,"[u'Soil Science', u'Earth-Surface Processes']"
1556-1968_0016-7029,"[u'Geochemistry and Petrology', u'Geophysics']"
1556-1976_0016-8521,[u'Geology']
1556-2085_0869-5911,[u'Geochemistry and Petrology']
1556-2654_1556-2646,"[u'Social Psychology', u'Education', u'Law', u'Communication']"
1556-276X_1931-7573,"[u'General Materials Science', u'Condensed Matter Physics']"
1556-2891_1547-769X,"[u'General Medicine', u'Pathology and Forensic Medicine']"
1556-2956_1556-2948,"[u'Geography, Planning and Development', u'Health(social science)', u'Demography']"
1556-3006_1351-8046,"[u'History', u'Political Science and International Relations']"
1556-3014_0093-8157,"[u'Anthropology', u'Cultural Studies']"
1556-3022_1071-4413,"[u'Education', u'Cultural Studies']"
1556-3308_1094-3412,"[u'Health Policy', u'Public Health, Environmental and Occupational Health', u'Health(social science)']"
1556-3324_1556-3316,"[u'Orthopedics and Sports Medicine', u'Surgery']"
1556-3499,"[u'Complementary and alternative medicine', u'Chiropractics']"
1556-3537_1053-4202,[u'Anthropology']
1556-3669_1530-5627,"[u'General Medicine', u'Health Informatics', u'Health Information Management']"
1556-3707,[u'Chiropractics']
1556-3758_2194-5764,"[u'Food Science', u'Biotechnology', u'Engineering (miscellaneous)']"
1556-3804_1556-3790,"[u'Gastroenterology', u'Hepatology', u'Oncology']"
1556-3839_0734-0168,[u'Law']
1556-3855_1057-5677,[u'Law']
1556-4029_0022-1198,"[u'Genetics', u'Pathology and Forensic Medicine']"
1556-407X,"[u'General Medicine', u'Clinical Neurology', u'Psychiatry and Mental health', u'Clinical Psychology', u'Neuropsychology and Physiological Psychology', u'General Medicine', u'Clinical Neurology', u'Psychiatry and Mental health', u'Clinical Psychology', u'Neuropsychology and Physiological Psychology']"
1556-4665,[]
1556-4673,"[u'Conservation', u'Computer Graphics and Computer-Aided Design', u'Computer Science Applications', u'Information Systems']"
1556-4681,[]
1556-4819_1539-2546,[]
1556-4967_1556-4959,"[u'Computer Science Applications', u'Control and Systems Engineering']"
1556-4991_1556-4886,"[u'Pathology and Forensic Medicine', u'Applied Psychology', u'Health(social science)', u'Law']"
1556-5009_1556-4908,"[u'Religious studies', u'Psychiatry and Mental health', u'Health(social science)']"
1556-5068,[]
1556-5483,[]
1556-6021_1556-6013,"[u'Computer Networks and Communications', u'Safety, Risk, Reliability and Quality']"
1556-603X,"[u'Artificial Intelligence', u'Theoretical Computer Science']"
1556-6056,[u'Hardware and Architecture']
1556-6072,[u'Automotive Engineering']
1556-6501_1042-1629,[u'Education']
1556-6579_1556-6560,"[u'Bioengineering', u'Renewable Energy, Sustainability and the Environment', u'Biomaterials']"
1556-679X_1556-6811,"[u'Clinical Biochemistry', u'Immunology', u'Immunology and Allergy', u'Microbiology (medical)']"
1556-6803,[]
1556-6935_1040-9289,"[u'Developmental and Educational Psychology', u'Education']"
1556-7125_1535-3141,"[u'Animal Science and Zoology', u'Food Science', u'Applied Microbiology and Biotechnology', u'Microbiology']"
1556-7230_1556-7036,"[u'Energy Engineering and Power Technology', u'Fuel Technology', u'Nuclear Energy and Engineering', u'Renewable Energy, Sustainability and the Environment']"
1556-7257_1556-7249,"[u'General Chemical Engineering', u'Energy Engineering and Power Technology', u'Fuel Technology']"
1556-7273_1556-7265,"[u'Mechanics of Materials', u'General Materials Science', u'Condensed Matter Physics', u'Atomic and Molecular Physics, and Optics']"
1556-7567_1527-8395,[]
1556-7583_1058-1103,[]
1556-7591_1042-1394,[]
1556-8334_1556-8318,"[u'Renewable Energy, Sustainability and the Environment', u'Automotive Engineering', u'Civil and Structural Engineering', u'Environmental Engineering', u'Geography, Planning and Development', u'Transportation']"
1556-8342_1556-8253,"[u'Health Policy', u'Obstetrics and Gynaecology', u'Maternity and Midwifery', u'Pediatrics']"
1556-858X,"[u'Radiology Nuclear Medicine and imaging', u'Radiological and Ultrasound Technology']"
1556-8598,"[u'General Medicine', u'Radiology Nuclear Medicine and imaging', u'Radiation']"
1556-8601_1548-0755,"[u'Management, Monitoring, Policy and Law', u'Geography, Planning and Development', u'Law']"
1556-9152_1467-0100,"[u'Otorhinolaryngology', u'Speech and Hearing']"
1556-9187_1742-3341,[u'General Psychology']
1556-9195_1476-9263,[u'Multidisciplinary']
1556-9519_1556-3650,"[u'General Medicine', u'Toxicology']"
1556-9535_1556-9527,"[u'General Medicine', u'Toxicology']"
1556-9551_1556-9543,[u'Toxicology']
1556-9845,"[u'General Medicine', u'Cardiology and Cardiovascular Medicine', u'Surgery']"
1557-0290,[]
1557-055X,"[u'General Medicine', u'Education', u'Health(social science)', u'Sociology and Political Science']"
1557-0576,"[u'Clinical Neurology', u'Rehabilitation', u'Physical Therapy, Sports Therapy and Rehabilitation']"
1557-0681_1478-2189,"[u'Orthopedics and Sports Medicine', u'Rehabilitation', u'Rheumatology', u'Nursing (miscellaneous)', u'Chiropractics', u'Physical Therapy, Sports Therapy and Rehabilitation']"
1557-069X_1464-3154,"[u'Education', u'Speech and Hearing']"
1557-0703_0966-7903,"[u'General Medicine', u'Occupational Therapy']"
1557-086X_1557-0851,"[u'Law', u'Gender Studies']"
1557-0878_1098-2140,"[u'Business and International Management', u'Strategy and Management', u'Social Psychology', u'Education', u'Health(social science)', u'Sociology and Political Science', u'Business and International Management', u'Strategy and Management', u'Social Psychology', u'Education', u'Health(social science)', u'Sociology and Political Science', u'Business and International Management', u'Strategy and Management', u'Social Psychology', u'Education', u'Health(social science)', u'Sociology and Political Science']"
1557-1211_0149-2063,"[u'Strategy and Management', u'Finance']"
1557-1246_1087-0547,"[u'Clinical Psychology', u'Developmental and Educational Psychology']"
1557-1289_1552-8855,[u'Medicine (miscellaneous)']
1557-1866_1557-1858,"[u'Food Science', u'Biophysics', u'Bioengineering', u'Analytical Chemistry', u'Applied Microbiology and Biotechnology']"
1557-1882_1557-1874,[u'Psychiatry and Mental health']
1557-1904_1557-1890,"[u'Immunology', u'Immunology and Allergy', u'Neuroscience (miscellaneous)', u'Pharmacology']"
1557-1920_1557-1912,"[u'Epidemiology', u'Public Health, Environmental and Occupational Health']"
1557-1947_1557-1939,"[u'Electronic, Optical and Magnetic Materials', u'Condensed Matter Physics']"
1557-1963_1557-1955,"[u'Biochemistry', u'Biophysics', u'Biotechnology']"
1557-203X_1557-2021,[]
1557-2072_1557-2064,"[u'Electrical and Electronic Engineering', u'Instrumentation']"
1557-2196_1098-4321,"[u'Safety, Risk, Reliability and Quality', u'Environmental Chemistry', u'Environmental Engineering']"
1557-2293_1557-2285,[u'Archaeology']
1557-251X_1612-197X,"[u'Applied Psychology', u'Social Psychology']"
1557-2536_0027-5514,"[u'Ecology, Evolution, Behavior and Systematics', u'Plant Science', u'Cell Biology', u'Genetics', u'Molecular Biology', u'Physiology', u'General Medicine']"
1557-2862,[]
1557-2943_1477-7622,"[u'Astronomy and Astrophysics', u'Political Science and International Relations']"
1557-2978_1095-7960,[]
1557-2986_1353-7113,"[u'Geography, Planning and Development', u'Political Science and International Relations']"
1557-3001_0458-063X,[u'Religious studies']
1557-301X_0959-2296,"[u'History', u'Sociology and Political Science', u'Political Science and International Relations']"
1557-3028_1465-0045,"[u'Geography, Planning and Development', u'Political Science and International Relations']"
1557-3036_1473-6489,"[u'Sociology and Political Science', u'Political Science and International Relations']"
1557-3079_1557-3060,[u'Education']
1557-3087,"[u'Fundamentals and skills', u'Leadership and Management', u'Research and Theory']"
1557-3125_1541-7786,"[u'Cancer Research', u'Molecular Biology', u'Oncology']"
1557-3265_1078-0432,"[u'Cancer Research', u'Oncology']"
1557-380X_1548-5129,[]
1557-3966_1557-3958,"[u'Artificial Intelligence', u'Human-Computer Interaction', u'Software']"
1557-4547_1557-4539,"[u'Plant Science', u'Physiology']"
1557-4555_1557-4555,"[u'Animal Science and Zoology', u'General Veterinary']"
1557-458X_1557-4571,[u'Food Science']
1557-4679_2194-573X,"[u'Statistics, Probability and Uncertainty', u'Statistics and Probability', u'General Medicine']"
1557-4962,"[u'Pharmacology (medical)', u'General Pharmacology, Toxicology and Pharmaceutics']"
1557-4989_1557-4989,[u'General Agricultural and Biological Sciences']
1557-5063,[u'General Veterinary']
1557-5136_0001-3455,[]
1557-5144_0734-2829,"[u'General Psychology', u'Clinical Psychology', u'Education']"
1557-5594_1094-2076,"[u'History', u'Archaeology', u'Archaeology']"
1557-6272_1557-6272,"[u'General Medicine', u'Pediatrics, Perinatology, and Child Health']"
1557-6833_0954-0075,"[u'Materials Chemistry', u'Surfaces, Coatings and Films']"
1557-7023_1540-7063,"[u'Animal Science and Zoology', u'Plant Science']"
1557-7422_1043-0342,"[u'Genetics', u'Molecular Biology', u'Molecular Medicine']"
1557-7430_1044-5498,"[u'Cell Biology', u'Genetics', u'Molecular Biology', u'General Medicine']"
1557-7449_1087-2914,"[u'Infectious Diseases', u'Public Health, Environmental and Occupational Health']"
1557-7600_1096-620X,"[u'Medicine (miscellaneous)', u'Nutrition and Dietetics']"
1557-7708_1075-5535,[u'Complementary and alternative medicine']
1557-7716_1523-0864,"[u'Biochemistry', u'Cell Biology', u'Clinical Biochemistry', u'Molecular Biology', u'Physiology', u'Biochemistry', u'Cell Biology', u'Clinical Biochemistry', u'Molecular Biology', u'Physiology', u'Biochemistry', u'Cell Biology', u'Clinical Biochemistry', u'Molecular Biology', u'Physiology']"
1557-7724_1042-4067,"[u'Obstetrics and Gynaecology', u'Surgery']"
1557-7732_1080-7683,"[u'Ophthalmology', u'Pharmacology (medical)', u'Pharmacology']"
1557-7740_1096-6218,"[u'General Medicine', u'Anesthesiology and Pain Medicine', u'General Nursing']"
1557-7759_1530-3667,"[u'Microbiology', u'Virology', u'Infectious Diseases']"
1557-7805_0091-3367,"[u'Business and International Management', u'Marketing', u'Communication']"
1557-7813_0885-3134,"[u'Management of Technology and Innovation', u'Human Factors and Ergonomics']"
